id_run,id_timestamp,id_repeat,prj_name,mth_name,mth_version,mth_chars,mth_param_definition_of_done,mth_param_constraint_order,mth_param_doc_types,mth_param_review_rounds,mth_param_gate_style,mth_param_phase_budget,mth_param_retry_policy,cfg_campaign,cfg_engine,cfg_cli_version,cfg_model,cfg_effort,cfg_provider,cfg_endpoint,cfg_effort_enforced,cfg_bound,cfg_user_claude_md,cfg_review_pass,cfg_review_model,cfg_fix_model,cfg_review_prompt,cfg_review_weight,cfg_tools,res_score_baseline,res_score,res_score_holdout,res_bestof_n,res_bestof_min,res_bestof_max,res_verification_passed,res_verification_error,res_verification_exit,res_review_findings,res_review_issues,res_review_actionable,res_review_fixed,res_review_error,res_tests_tampered,res_files_added,res_files_added_src,res_diff_lines,res_lines_added,res_lines_removed,res_artifacts,res_subtype,res_hit_turn_cap,res_subagents_spawned,res_permission_denials,res_model_served,res_sloc,res_sloc_baseline,res_sloc_delta,res_chars,res_complexity,res_mi,res_parsimony_factor,res_max_func_sloc,res_max_nesting,res_lint_errors,res_docstring_cov,res_comment_density,tk_input,tk_output,tk_thinking,tk_cache_write,tk_cache_read,tk_cost_usd,tk_bestof_cost_usd,tk_review_input,tk_review_output,tk_review_cache_write,tk_review_cache_read,tk_review_cost_usd,tk_fix_input,tk_fix_output,tk_fix_cache_write,tk_fix_cache_read,tk_fix_cost_usd,prf_turns,prf_duration_s,prf_review_s,prf_fix_s,cfg_entry_file,res_stop_reason,res_error_name,res_error_status,res_tool_calls,res_subagents_failed,res_subagents_refused,res_web_searches,res_context_window,res_service_tier,prf_api_s,prf_ttft_s,res_syntax_ok,res_syntax_error,res_collection_errors,sc_duration,sc_turns,sc_output,sc_cost_usd,sc_mi,sc_max_nesting,sc_max_func_sloc,sc_effort,sc_quality,sc_overall_mean,sc_overall_ratio,cfg_walltime_s,cfg_free_ram_gb
run_m00_empty_p01_python_small_20260913_182530_r01,20260913_182530,1,p01_python_small,m00_empty,,0,,,,,,,,.llm_config.e11_local_qwen3coder_30b_tuned,opencode,1.18.30,litellm/qwen3-coder-30b-tuned,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.9730,,,,,true,false,0,,,,,,false,0,0,14,13,1,,success,false,,,,11,6,5,641,1,61.6,0.973,10,1,0,100.0,27.3,92359,1832,0,0,0,0,,,,,,,,,,,,12,1788.4,,,AGENTS.md,stop,,,11,,,,,,,,true,,0,0.25004,0.53716,0.54326,,1.00000,1.00000,0.86373,0.44349,0.95458,0.69903,0.92835,,
run_m48_syntax_gate_p02_python_medium_20260913_110013_r01,20260913_110013,1,p02_python_medium,m48_syntax_gate,m48_syntax_gate.v1,903,strict,first,none,,,,,.llm_config.e11_local_qwen3coder_30b_tuned,opencode,1.18.30,litellm/qwen3-coder-30b-tuned,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.0000,0.0000,,,,false,false,1,,,,,,false,0,0,0,0,0,,APIError,,,,,29,29,0,1335,9,52.5,1.0,3,2,0,100.0,0.0,,,,,,,,,,,,,,,,,,,66.6,,,AGENTS.md,,APIError,,,,,,,,,,true,,0,,,,,,,,,,,,,
run_m00_empty_p03_python_large_20260913_185720_r01,20260913_185720,1,p03_python_large,m00_empty,,0,,,,,,,,.llm_config.e06_local_gptoss_20b,opencode,1.18.30,litellm/gpt-oss-20b,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.8000,0.9167,,,,true,false,0,,,,,,false,0,0,135,123,12,,harness_timeout,false,,,,133,37,96,5736,40,23.9,0.8,47,4,1,100.0,7.5,1008317,7203,6695,0,0,0,,,,,,,,,,,,52,3600.2,,,AGENTS.md,tool-calls,,,51,,,,,,,,true,,0,0.41590,0.62122,0.88793,,0.65045,0.73814,0.28309,0.64168,0.55723,0.59946,0.59971,,
run_m00_empty_p03_python_large_20260913_195731_r01,20260913_195731,1,p03_python_large,m00_empty,,0,,,,,,,,.llm_config.e07_local_qwen3_4b,opencode,1.18.30,litellm/qwen3-4b,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.0000,0.0000,,,,false,false,1,,,,,,false,0,0,0,0,0,,success,false,,,,37,37,0,1879,7,49.1,1.0,5,1,4,100.0,0.0,55461,585,12478,0,0,0,,,,,,,,,,,,4,2106.5,,,AGENTS.md,stop,,,3,,,,,,,,true,,0,,,,,,,,,,,,,
run_m00_empty_p03_python_large_20260913_203246_r01,20260913_203246,1,p03_python_large,m00_empty,,0,,,,,,,,.llm_config.e08_local_qwen3coder_30b,opencode,1.18.30,litellm/qwen3-coder-30b,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.0000,0.0000,,,,false,false,1,,,,,,false,0,0,0,0,0,,APIError,,,,,37,37,0,1879,7,49.1,1.0,5,1,4,100.0,0.0,,,,,,,,,,,,,,,,,,,246.9,,,AGENTS.md,,APIError,500,,,,,,,,,true,,0,,,,,,,,,,,,,
run_m00_empty_p03_python_large_20260913_203700_r01,20260913_203700,1,p03_python_large,m00_empty,,0,,,,,,,,.llm_config.e11_local_qwen3coder_30b_tuned,opencode,1.18.30,litellm/qwen3-coder-30b-tuned,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.0000,0.0000,,,,false,false,1,,,,,,false,0,0,0,0,0,,success,false,,,,37,37,0,1879,7,49.1,1.0,5,1,4,100.0,0.0,51762,496,0,0,0,0,,,,,,,,,,,,7,1273.3,,,AGENTS.md,stop,,,6,,,,,,,,true,,0,,,,,,,,,,,,,
run_m00_empty_p02_python_medium_20260913_214951_r01,20260913_214951,1,p02_python_medium,m00_empty,,0,,,,,,,,.llm_config.e06_local_gptoss_20b,opencode,1.18.30,litellm/gpt-oss-20b,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.0000,0.0000,,,,false,false,1,,,,,,false,0,0,62,50,12,,success,false,,,,66,29,37,2669,0,0.0,0.8,0,0,0,0.0,1.5,153408,3674,2891,0,0,0,,,,,,,,,,,,16,1244.7,,,AGENTS.md,stop,,,15,,,,,,,,false,intervals.py:80 unterminated triple-quoted string literal (detected at line ,2,,,,,,,,,,,,,
run_m00_empty_p02_python_medium_20260913_221046_r01,20260913_221046,1,p02_python_medium,m00_empty,,0,,,,,,,,.llm_config.e07_local_qwen3_4b,opencode,1.18.30,litellm/qwen3-4b,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.9180,1.0000,,,,true,false,0,,,,,,false,0,0,72,44,28,,success,false,,,,52,29,23,1646,23,38.3,0.918,14,5,0,0.0,0.0,23824,672,9578,0,0,0,,,,,,,,,,,,2,1767.4,,,AGENTS.md,stop,,,1,,,,,,,,true,,0,0.34323,1.00000,0.90379,,0.94668,0.79689,0.90415,0.74901,0.88257,0.81579,1.00808,,
run_m00_empty_p02_python_medium_20260913_224022_r01,20260913_224022,1,p02_python_medium,m00_empty,,0,,,,,,,,.llm_config.e08_local_qwen3coder_30b,opencode,1.18.30,litellm/qwen3-coder-30b,medium,litellm,native,false,walltime,absent,none,,,,,unenforced:default,0.0000,0.0000,0.0000,,,,false,false,1,,,,,,false,0,0,0,0,0,,APIError,,,,,29,29,0,1335,9,52.5,1.0,3,2,0,100.0,0.0,,,,,,,,,,,,,,,,,,,341.1,,,AGENTS.md,,APIError,500,,,,,,,,,true,,0,,,,,,,,,,,,,
run_m00_empty_p04_python_xlarge_20260914_131356_r01,20260914_131356,1,p04_python_xlarge,m00_empty,,0,,,,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9310,1.0000,,,,true,false,0,,,,,,false,0,0,160,148,12,,success,false,0,2,claude-sonnet-5,194,67,127,9132,69,14.9,0.931,25,4,0,100.0,0.0,38,19338,9673,47079,1073145,0.5993970000000001,,,,,,,,,,,,33,189.6,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,187.8,4.28,true,,0,0.92122,0.89526,0.83080,0.95699,0.60902,1.00000,0.57513,0.88243,0.72805,0.80524,0.90018,14400,20.9
run_m00_empty_p05_python_refactor_large_20260914_144301_r01,20260914_144301,1,p05_python_refactor_large,m00_empty,,0,,,,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,82,12,70,,success,false,0,0,claude-sonnet-5,26,75,-49,1093,12,47.8,1.0,6,2,0,40.0,0.0,8,1272,152,8418,137425,0.075168,,,,,,,,,,,,5,16.6,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,16.5,1.91,true,,0,0.86436,0.58425,0.74963,1.00000,0.97420,1.00000,1.00000,0.73275,0.99140,0.86207,1.12197,14400,13.5
run_m01_process_p04_python_xlarge_20260914_131358_r01,20260914_131358,1,p04_python_xlarge,m01_process,m01_process.v1,999,strict,first,none,,none,none,none,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9750,1.0000,,,,true,false,0,,,,,,false,0,0,174,159,15,,success,false,0,1,claude-sonnet-5,202,67,135,9178,61,15.6,0.975,27,4,0,95.5,0.0,28,29623,18608,57249,867434,0.7017648000000001,,,,,,,,,,,,34,265.5,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,263.4,1.61,true,,0,0.87331,0.88755,0.72848,0.91718,0.70399,1.00000,0.47559,0.82978,0.72653,0.77815,0.86998,14400,20.7
run_m01_process_p05_python_refactor_large_20260914_144326_r01,20260914_144326,1,p05_python_refactor_large,m01_process,m01_process.v1,999,strict,first,none,,none,none,none,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,82,12,70,,success,false,0,0,claude-sonnet-5,26,75,-49,1093,12,47.8,1.0,6,2,0,40.0,0.0,10,2431,895,10257,176000,0.10184299999999999,,,,,,,,,,,,7,33.3,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,33.1,3.35,true,,0,0.76529,0.49734,0.59423,0.92331,0.97420,1.00000,1.00000,0.61895,0.99140,0.80517,1.05409,14400,13.5
run_m02_doctypes_p04_python_xlarge_20260914_131400_r01,20260914_131400,1,p04_python_xlarge,m02_doctypes,m02_doctypes.v1,880,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9310,1.0000,,,,true,false,0,,,,,,false,0,0,174,162,12,PLAN.md|DECISIONS.md|SUMMARY.md,success,false,0,2,claude-sonnet-5,202,67,135,9183,66,14.9,0.931,23,4,0,100.0,0.0,48,33753,20997,62974,1586995,0.9099170000000001,,,,,,,,,,,,48,304.5,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,303.8,1.65,true,,0,0.85380,0.79847,0.69717,0.85159,0.60902,1.00000,0.68297,0.78315,0.76400,0.77358,0.89000,14400,20.5
run_m02_doctypes_p05_python_refactor_large_20260914_144355_r01,20260914_144355,1,p05_python_refactor_large,m02_doctypes,m02_doctypes.v1,880,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,81,14,67,PLAN.md|DECISIONS.md|SUMMARY.md,success,false,0,0,claude-sonnet-5,29,75,-46,1175,13,46.4,1.0,7,2,0,40.0,0.0,14,3311,698,12005,261322,0.1346924,,,,,,,,,,,,9,32.6,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,32.1,1.75,true,,0,0.76832,0.43242,0.52010,0.85272,0.91271,1.00000,0.80063,0.57361,0.90445,0.73903,0.93901,14400,14.7
run_m03_roles_p04_python_xlarge_20260914_131713_r01,20260914_131713,1,p04_python_xlarge,m03_roles,m03_roles.v1,895,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9500,1.0000,,,,true,false,0,,,,,,false,0,0,167,153,14,,success,false,1,3,claude-sonnet-5,197,67,130,9246,66,15.2,0.95,27,4,0,100.0,0.0,32,39220,24996,69056,1079264,1.1994463999999996,,,,,,,,,,,,42,494.4,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,492.0,1.56,true,,0,0.78483,0.83296,0.66115,0.78184,0.65025,1.00000,0.47559,0.75965,0.70861,0.73413,0.81433,14400,20.4
run_m03_roles_p05_python_refactor_large_20260914_144407_r01,20260914_144407,1,p05_python_refactor_large,m03_roles,m03_roles.v1,895,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,81,11,70,,success,false,1,0,claude-sonnet-5,26,75,-49,1174,10,48.1,1.0,8,3,0,40.0,3.8,2,448,0,1342,41506,0.2796855,,,,,,,,,,,,1,6.4,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,98.9,6.29,true,,0,1.00000,1.00000,1.00000,0.66823,0.98714,0.63093,0.62793,1.00000,0.74867,0.87433,0.99823,14400,14.9
run_m04_guardrails_p04_python_xlarge_20260914_131831_r01,20260914_131831,1,p04_python_xlarge,m04_guardrails,m04_guardrails.v1,905,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9690,1.0000,,,,true,false,0,,,,,,false,0,0,166,153,13,,success,false,0,1,claude-sonnet-5,198,67,131,9254,63,15.5,0.969,26,4,0,100.0,0.0,62,34277,18590,61413,2089826,1.0095322,,,,,,,,,,,,44,309.6,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,306.8,1.67,true,,0,0.85144,0.82095,0.69347,0.82536,0.69068,1.00000,0.52441,0.78862,0.73836,0.76349,0.86288,14400,20.3
run_m04_guardrails_p05_python_refactor_large_20260914_144435_r01,20260914_144435,1,p05_python_refactor_large,m04_guardrails,m04_guardrails.v1,905,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,80,14,66,,success,false,0,2,claude-sonnet-5,30,75,-45,1202,13,46.0,1.0,8,2,0,40.0,0.0,16,2574,646,10764,291912,0.1284804,,,,,,,,,,,,10,30.0,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,28.5,1.5,true,,0,0.78015,0.40520,0.58051,0.86465,0.89480,1.00000,0.62793,0.58862,0.84091,0.71477,0.87990,14400,14.6
run_m05_process_doctypes_p04_python_xlarge_20260914_131912_r01,20260914_131912,1,p04_python_xlarge,m05_process_doctypes,m05_process_doctypes.v1,918,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9940,0.9615,,,,true,false,0,,,,,,false,0,0,161,149,12,PLAN.md|DECISIONS.md|SUMMARY.md,success,false,0,2,claude-sonnet-5,194,67,127,9052,62,15.9,0.994,24,4,0,100.0,0.0,30,26392,15354,49508,853418,0.6356866,,,,,,,,,,,,37,236.1,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,237.3,1.53,true,,0,0.89001,0.86571,0.75619,0.94215,0.74339,1.00000,0.62793,0.83730,0.79044,0.81387,0.95079,14400,19.2
run_m05_process_doctypes_p05_python_refactor_large_20260914_144513_r01,20260914_144513,1,p05_python_refactor_large,m05_process_doctypes,m05_process_doctypes.v1,918,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,0.9890,1.0000,,,,true,false,0,,,,,,false,0,0,87,19,68,PLAN.md|DECISIONS.md|SUMMARY.md,success,false,0,0,claude-sonnet-5,33,75,-42,1228,13,45.1,0.989,9,2,0,40.0,0.0,12,3146,517,12075,223073,0.1256686,,,,,,,,,,,,10,31.3,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,30.9,1.66,true,,0,0.77411,0.40520,0.53237,0.87023,0.85392,1.00000,0.47559,0.57056,0.77650,0.67353,0.80490,14400,14.8
run_m06_process_roles_p04_python_xlarge_20260914_132315_r01,20260914_132315,1,p04_python_xlarge,m06_process_roles,m06_process_roles.v1,933,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,1.0000,0.9615,,,,true,false,0,,,,,,false,0,0,159,147,12,,success,false,0,1,claude-sonnet-5,193,67,126,9098,60,16.2,1.0,25,4,0,100.0,0.0,32,28413,17737,50756,1013000,0.692814,,,,,,,,,,,,36,245.8,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,243.8,1.59,true,,0,0.88428,0.87278,0.73849,0.92042,0.78205,1.00000,0.57513,0.83185,0.78573,0.80879,0.94204,14400,19.3
run_m06_process_roles_p05_python_refactor_large_20260914_144553_r01,20260914_144553,1,p05_python_refactor_large,m06_process_roles,m06_process_roles.v1,933,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,0.9670,1.0000,,,,true,false,0,,,,,,false,0,0,85,19,66,,success,false,1,1,claude-sonnet-5,35,75,-40,1268,14,44.1,0.967,9,2,0,40.0,0.0,12,3278,282,12673,216269,0.20715170000000002,,,,,,,,,,,,9,84.3,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,82.0,2.9,true,,0,0.63311,0.43242,0.52251,0.74403,0.80754,1.00000,0.47559,0.52935,0.76104,0.64519,0.77237,14400,14.8
run_m07_process_doctypes_roles_p04_python_xlarge_20260914_132348_r01,20260914_132348,1,p04_python_xlarge,m07_process_doctypes_roles,m07_process_doctypes_roles.v1,952,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9250,1.0000,,,,true,false,0,,,,,,false,0,0,174,160,14,PLAN.md|DECISIONS.md|SUMMARY.md,success,true,1,6,claude-sonnet-5,200,67,133,9245,67,14.8,0.925,25,4,0,100.0,0.0,86,47007,25061,81236,3544352,1.8540451999999998,,,,,,,,,,,,68,601.2,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,595.9,2.21,true,,0,0.75699,0.70850,0.61770,0.67187,0.59509,1.00000,0.57513,0.69440,0.72341,0.70891,0.80130,14400,19.5
run_m07_process_doctypes_roles_p05_python_refactor_large_20260914_144555_r01,20260914_144555,1,p05_python_refactor_large,m07_process_doctypes_roles,m07_process_doctypes_roles.v1,952,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,83,16,67,PLAN.md|DECISIONS.md|SUMMARY.md,success,false,1,3,claude-sonnet-5,31,75,-44,1199,13,45.7,1.0,7,2,0,40.0,0.0,28,5524,583,16311,549986,0.2921659000000001,,,,,,,,,,,,18,78.6,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,73.3,1.68,true,,0,0.64308,0.25337,0.39730,0.65721,0.88126,1.00000,0.80063,0.43125,0.89396,0.66260,0.86425,14400,14.7
run_m08_process_doctypes_roles_guardrails_p04_python_xlarge_20260914_132534_r01,20260914_132534,1,p04_python_xlarge,m08_process_doctypes_roles_guardrails,m08_process_doctypes_roles_guardrails.v1,996,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9060,1.0000,,,,true,false,0,,,,,,false,0,0,175,161,14,PLAN.md|DECISIONS.md|SUMMARY.md,success,true,1,6,claude-sonnet-5,204,67,137,9406,67,14.5,0.906,28,4,0,100.0,0.0,114,46560,19680,85443,4686459,2.1769091,,,,,,,,,,,,74,642.0,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,630.4,1.63,true,,0,0.74765,0.68665,0.61999,0.63133,0.55273,1.00000,0.42856,0.68476,0.66043,0.67260,0.72765,14400,19.4
run_m08_process_doctypes_roles_guardrails_p05_python_refactor_large_20260914_144721_r01,20260914_144721,1,p05_python_refactor_large,m08_process_doctypes_roles_guardrails,m08_process_doctypes_roles_guardrails.v1,996,strict,first,full,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,83,14,69,PLAN.md|DECISIONS.md|SUMMARY.md,success,false,1,0,claude-sonnet-5,27,75,-48,1263,13,47.1,1.0,7,2,0,40.0,7.4,4,526,0,2304,91654,0.3141144,,,,,,,,,,,,2,9.2,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,124.8,2.76,true,,0,0.94835,0.82095,0.96149,0.63892,0.94368,1.00000,0.80063,0.91026,0.91477,0.91251,1.15084,14400,14.4
run_m09_foureyes_p04_python_xlarge_20260914_132728_r01,20260914_132728,1,p04_python_xlarge,m09_foureyes,m09_foureyes.v1,917,strict,first,none,1,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9630,0.9615,,,,true,false,0,,,,,,false,1,0,175,159,16,REVIEW.md,success,true,1,8,claude-sonnet-5,198,67,131,9103,64,15.4,0.963,24,4,0,100.0,0.0,66,40151,15500,73883,2515758,1.6293146,,,,,,,,,,,,61,642.9,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,638.9,4.05,true,,0,0.74745,0.73656,0.65552,0.70450,0.67729,1.00000,0.62793,0.71318,0.76841,0.74080,0.86009,14400,19.1
run_m09_foureyes_p05_python_refactor_large_20260914_144725_r01,20260914_144725,1,p05_python_refactor_large,m09_foureyes,m09_foureyes.v1,917,strict,first,none,1,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,79,13,66,,success,false,1,2,claude-sonnet-5,29,75,-46,1219,14,46.1,1.0,7,2,0,40.0,0.0,30,10831,2855,23141,628155,0.4034325,,,,,,,,,,,,19,168.6,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,167.4,2.84,true,,0,0.53447,0.23940,0.23576,0.57573,0.89929,1.00000,0.80063,0.33654,0.89997,0.61825,0.83197,14400,14.1
run_m10_planner_executor_p04_python_xlarge_20260914_133356_r01,20260914_133356,1,p04_python_xlarge,m10_planner_executor,m10_planner_executor.v1,913,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,1.0000,0.9615,,,,true,false,0,,,,,,false,0,0,161,149,12,,success,false,0,6,claude-sonnet-5,194,67,127,9021,61,16.0,1.0,25,4,0,100.0,0.0,62,33509,18223,59013,2195544,1.0133707999999997,,,,,,,,,,,,45,342.4,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,340.2,2.88,true,,0,0.83711,0.81514,0.69891,0.82440,0.75636,1.00000,0.57513,0.78372,0.77716,0.78044,0.90563,14400,19.0
run_m10_planner_executor_p05_python_refactor_large_20260914_144931_r01,20260914_144931,1,p05_python_refactor_large,m10_planner_executor,m10_planner_executor.v1,913,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,77,12,65,,success,false,0,0,claude-sonnet-5,29,75,-46,1177,13,46.4,1.0,7,2,0,40.0,0.0,8,2729,375,10708,141164,0.09964080000000002,,,,,,,,,,,,6,23.7,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,23.3,1.45,true,,0,0.81369,0.53716,0.56648,0.92883,0.91271,1.00000,0.80063,0.63911,0.90445,0.77178,0.97206,14400,14.6
run_m11_stop_criteria_p04_python_xlarge_20260914_133624_r01,20260914_133624,1,p04_python_xlarge,m11_stop_criteria,m11_stop_criteria.v1,907,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9440,1.0000,,,,true,false,0,,,,,,false,0,0,179,164,15,,success,true,0,6,claude-sonnet-5,205,67,138,9429,63,15.1,0.944,27,4,0,100.0,0.0,92,30558,12334,66111,3197507,1.2127004000000003,,,,,,,,,,,,74,317.8,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,315.0,1.64,true,,0,0.84772,0.68665,0.72103,0.77906,0.63660,1.00000,0.47559,0.75180,0.70406,0.72793,0.80547,14400,19.1
run_m11_stop_criteria_p05_python_refactor_large_20260914_144954_r01,20260914_144954,1,p05_python_refactor_large,m11_stop_criteria,m11_stop_criteria.v1,907,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,1.0000,1.0000,1.0000,,,,true,false,0,,,,,,false,0,0,82,14,68,,success,false,0,1,claude-sonnet-5,28,75,-47,1159,13,46.9,1.0,6,2,0,40.0,0.0,14,2632,650,10636,253471,0.12085620000000001,,,,,,,,,,,,9,36.0,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,35.7,2.88,true,,0,0.75420,0.43242,0.57517,0.88009,0.93488,1.00000,1.00000,0.58726,0.97829,0.78277,1.02292,14400,14.9
run_m12_handoff_schema_p04_python_xlarge_20260914_133818_r01,20260914_133818,1,p04_python_xlarge,m12_handoff_schema,m12_handoff_schema.v1,909,strict,first,none,,,,,.llm_config.e13_claude_sonnet_5_medium,claude,2.1.267 (Claude Code),claude-sonnet-5,medium,anthropic,native,true,usd,absent,none,,,,,default,0.0000,0.9380,0.9615,,,,true,false,0,,,,,,false,0,0,170,158,12,,success,false,0,2,claude-sonnet-5,197,67,130,9173,67,15.0,0.938,23,4,0,100.0,0.0,24,19930,10683,42938,657169,0.5055298,,,,,,,,,,,,33,185.8,,,CLAUDE.md,end_turn,,,,0,0,0,1000000,standard,184.2,3.56,true,,0,0.92410,0.89526,0.82357,1.00000,0.62286,1.00000,0.68297,0.88098,0.76861,0.82479,0.94948,14400,19.3
